Timestamp;Transactions
2018-01-05 02:30:00;216
2018-01-05 02:40:00;399 695
2018-01-05 02:50:00;1264 1215 1364 915 705 921 272
2018-01-05 03:00:00;670 1006 823 1373 1283 407 1063
2018-01-05 03:10:00;1530 55 1364 554 1010 787 311
2018-01-05 03:20:00;536 1045
2018-01-05 03:30:00;602
2018-01-05 03:40:00;1451 1002 1205 1422 359 1162 1139
2018-01-05 03:50:00;1298 290 200 882 394 716 893 776
2018-01-05 04:00:00;560 217 832 543
2018-01-05 04:10:00;1518 510
2018-01-05 04:20:00;1013 1296 33 1435 759
2018-01-05 04:30:00;147 1482 1006 463 534 1150 447
2018-01-05 04:40:00;1189
2018-01-05 04:50:00;1426 30 274 1516 906
2018-01-05 05:00:00;785 1201 1098 582
2018-01-05 05:10:00;991 1314 1491 1374 166 675 1118 1347
2018-01-05 05:20:00;962 1378 130 1172 1161 779 783
2018-01-05 05:30:00;1513 531 774 458 1407 1263 1280
2018-01-05 05:40:00;1400 844 1367 944 1067
2018-01-05 05:50:00;545 1121 951 634 25 295 312 262
2018-01-05 06:00:00;389 1178 1515 1332 323 233
2018-01-05 06:10:00;1124 1340 691 1080 1057
2018-01-05 06:20:00;148 737 115 837 1373
2018-01-05 06:30:00;534 1111 1354
2018-01-05 06:40:00;351 102
2018-01-05 06:50:00;620 104
2018-01-05 07:00:00;114 476 120 43 1418 410
2018-01-05 07:10:00;154 41 257 1166
2018-01-05 07:20:00;683 301 1449 706
2018-01-05 07:30:00;1544 82 525 1168 1212 1494
2018-01-05 07:40:00;26 1108
2018-01-05 07:50:00;190 1005 117 79
2018-01-05 08:00:00;1115 200 1388 113
2018-01-05 08:10:00;789 766 1248
2018-01-05 08:20:00;780 1184 387 391 1207 1463 281
2018-01-05 08:30:00;455 1404 1260 1277
2018-01-05 08:40:00;168 1437 1160 18 328 1370
2018-01-05 08:50:00;330 613
2018-01-05 09:00:00;1462
2018-01-05 09:10:00;486 1289 852 1335 1445 1528
2018-01-05 09:20:00;51 1426
2018-01-05 09:30:00;877 920
2018-01-05 09:40:00;224 494 511 461 610
2018-01-05 09:50:00;303 1478 1068 325 995 958 242 1245
2018-01-05 10:00:00;1507 153 369 1278 109
2018-01-05 10:10:00;1548 832 1421 799 1521 499
2018-01-05 10:20:00;724 581 597 547 697 248 451
2018-01-05 10:30:00;701 1063
2018-01-05 10:40:00;275 784 814 1456 1500 225 934 364
2018-01-05 10:50:00;1270 888 478 1293 405 782 1210
2018-01-05 11:00:00;1102 1372
2018-01-05 11:10:00;967 1051 801 1550 447
2018-01-05 11:20:00;794
2018-01-05 11:30:00;365 128 12 361 871 1314
2018-01-05 11:40:00;1100 291 746 523 47 1062 1133
2018-01-05 11:50:00;55 284 327 610 1320 1163
2018-01-05 12:00:00;94 1309 367 78
2018-01-05 12:10:00;1016 7 1476 600 111 434
2018-01-05 12:20:00;1470 1033 1516 68
2018-01-05 12:30:00;974 1350
2018-01-05 12:40:00;508 1190 288 1024
2018-01-05 12:50:00;674 691 641
2018-01-05 13:00:00;706 163 233 849 146 283
2018-01-05 13:10:00;173 616 1259 889 1172 323
2018-01-05 13:20:00;1296 753
2018-01-05 13:30:00;1096 1352
2018-01-05 13:40:00;1389 886 10 1079 1402
2018-01-05 13:50:00;428 632 848 1344 588
2018-01-05 14:00:00;372 1214 245 1181 345 882 1244 888
2018-01-05 14:10:00;450 933 1043 1126 877
2018-01-05 14:20:00;767 1542 1187 1110
2018-01-05 14:30:00;1296 342 918 747
2018-01-05 14:40:00;599 123 1138 1209 267
2018-01-05 14:50:00;809 1465
2018-01-05 15:00:00;1142 466 522 1498 543 706 949
2018-01-05 15:10:00;1256 513 769 1146 430 1019 397
2018-01-05 15:20:00;195 145
2018-01-05 15:30:00;1553 744
2018-01-05 15:40:00;289 278 1454 1458 715
2018-01-05 15:50:00;1195 1478 629 59 941 1411
2018-01-05 16:00:00;1235 945 669 1085
2018-01-05 16:10:00;804 1486 583 1320 1496
2018-01-05 16:20:00;598 1346 244 21 1103
2018-01-05 16:30:00;462 584 1360 591 928
2018-01-05 16:40:00;1327 744 1347 1510 195 1437 827
2018-01-05 16:50:00;1511 1407 891 1295 498 502
2018-01-05 17:00:00;985 1428 99
2018-01-05 17:10:00;1126 983
2018-01-05 17:20:00;787 1270 966 1049 800
2018-01-05 17:30:00;205 1048 78 1014 178 715 1077
2018-01-05 17:40:00;695 379 1328
2018-01-05 17:50:00;1168 1251 1001 192 1062 425
2018-01-05 18:00:00;1376 1020 943 760
2018-01-05 18:10:00;677 1559 471 1032 78
2018-01-05 18:20:00;1300 491 947 724 248 1263 1333 391
2018-01-05 18:30:00;123 472
2018-01-05 18:40:00;943 1546 150 394 78 1026 1296 1313
2018-01-05 18:50:00;701 1516 214 591 441 324
2018-01-05 19:00:00;501 557 1533 164 740 984
2018-01-05 19:10:00;1375 1032 89
2018-01-05 19:20:00;77 666 43 765 1302
2018-01-05 19:30:00;74 1062 386 856 274
2018-01-05 19:40:00;280 30
2018-01-05 19:50:00;1186 44 354 1396 1386 1003 593 1409
2018-01-05 20:00:00;491 961 1522 568 1144 973
2018-01-05 20:10:00;1364 1435 493 66 1069 33 1169 1291
2018-01-05 20:20:00;1524 1368 692 749 166
2018-01-05 20:30:00;683 434 1183 80
2018-01-05 20:40:00;995 1372 656 1245
2018-01-05 20:50:00;1164 115 558 787 831
2018-01-05 21:00:00;395 890
2018-01-05 21:10:00;1106 1044
2018-01-05 21:20:00;407 25 29
2018-01-05 21:30:00;1441
2018-01-05 21:40:00;1035 919 1268 220 249
2018-01-05 21:50:00;274 63 280 1189
2018-01-05 22:00:00;506 923 1232 717 706
2018-01-05 22:10:00;421 1157 1334 1218 9 105 548
2018-01-05 22:20:00;839 363 1378 1449 506 1361
2018-01-05 22:30:00;976 1485 371 1013
2018-01-05 22:40:00;304
2018-01-05 22:50:00;156 905 1361
2018-01-05 23:00:00;718 1094 379
2018-01-05 23:10:00;828 1178 129 572 801
2018-01-05 23:20:00;802 499
2018-01-05 23:30:00;416 832 1142 626
2018-01-05 23:40:00;744 1067 1243 1127 1476 428 457
2018-01-05 23:50:00;1040 911 567 1183 894 617 1033 1343
2018-01-06 00:00:00;1557 575 404 88 1037
2018-01-06 00:10:00;916 1332 84 712
2018-01-06 00:20:00;1122 300 63
2018-01-06 00:30:00;703 387 1336
2018-01-06 00:40:00;614 1069 847 370 1386 1456 514
2018-01-06 00:50:00;219 262 545 1254 1098 422 479 1454
2018-01-06 01:00:00;469 725 1102 386 975 353
2018-01-06 01:10:00;1495 1179 569 426 443 393 542
2018-01-06 01:20:00;141 1277 1399 617 261 185
2018-01-06 01:30:00;691 841 392 182
2018-01-06 01:40:00;1351 421 824 442 32 847
2018-01-06 01:50:00;1099 1155
2018-01-06 02:00:00;180 383 600 1509 340 317
2018-01-06 02:10:00;730 1506
2018-01-06 02:20:00;304 813 1256 1485 1529 254 963 807
2018-01-06 02:30:00;911 528 532 1348 46
2018-01-06 02:40:00;456 1165
2018-01-06 02:50:00;1321 1271 1421 971 761 978 329
2018-01-06 03:00:00;1528 1451
2018-01-06 03:10:00;1246 331 374 657 953
2018-01-06 03:20:00;1032 222 678 455 1537 994 1065
2018-01-06 03:30:00;1545 629 259 542 1251 1095
2018-01-06 03:40:00;1293 1364
2018-01-06 03:50:00;334
2018-01-06 04:00:00;438 1226 5 1380 371 1426
2018-01-06 04:10:00;3 219 714 1517 1494 419 115
2018-01-06 04:20:00;458 1140 652
2018-01-06 04:30:00;583 1159 1402
2018-01-06 04:40:00;400 150
2018-01-06 04:50:00;959 444 433 50
2018-01-06 05:00:00;1450 1333 125 220 663 1306 1350
2018-01-06 05:10:00;464 1080 377
2018-01-06 05:20:00;321 1096
2018-01-06 05:30:00;1549 501 944 29 1216 1499
2018-01-06 05:40:00;445 1526 983 1054
2018-01-06 05:50:00;626 963 779 1329 825 1508 1019
2018-01-06 06:00:00;1072 1155 906 97 966 330 267
2018-01-06 06:10:00;783 1293 1322
2018-01-06 06:20:00;1307 1257 1407 958 748 964 315
2018-01-06 06:30:00;1417 1340
2018-01-06 06:40:00;63 705 749 1032 1327 1171
2018-01-06 06:50:00;102 173 789 86
2018-01-06 07:00:00;1456
2018-01-06 07:10:00;520 870 1379 264
2018-01-06 07:20:00;1539 198 1107 1496 12 495 605
2018-01-06 07:30:00;534 1216 727 1050 1227 1110
2018-01-06 07:40:00;696 393
2018-01-06 07:50:00;309 725 1035 519
2018-01-06 08:00:00;541 863 1040 924 1273 225
2018-01-06 08:10:00;677 428 1177 488
2018-01-06 08:20:00;326 1462 26 802 446 370 187
2018-01-06 08:30:00;1395 226 203
2018-01-06 08:40:00;1536 606 1010 627 217 1032 144
2018-01-06 08:50:00;500 184
2018-01-06 09:00:00;502 985 1095
2018-01-06 09:10:00;1211 415 419 1234 1490
2018-01-06 09:20:00;439 1148
2018-01-06 09:30:00;1304 1254 1404 955 1159 1375 312
2018-01-06 09:40:00;1123 1046 863 1412 1323 447 1516 281
2018-01-06 09:50:00;827 351 222 1437 494 205 1487 345
2018-01-06 10:00:00;168 771 1347 1177 860 251
2018-01-06 10:10:00;330 1505 1095 353 1023 985 270 1272
2018-01-06 10:20:00;73 277 494 1403 234
2018-01-06 10:30:00;17 860 1448 535 1257 236
2018-01-06 10:40:00;751 608 625 575 724 275 479
2018-01-06 10:50:00;826 1188
2018-01-06 11:00:00;399
2018-01-06 11:10:00;489 1371 283 1258 1448 466
2018-01-06 11:20:00;1223 1533 1017 1007 624
2018-01-06 11:30:00;1237 322 365 648 944
2018-01-06 11:40:00;1314
2018-01-06 11:50:00;405 1260 1397 255 274 902 1305
2018-01-06 12:00:00;466 1442 487
2018-01-06 12:10:00;111 221 304 54 803 1259
2018-01-06 12:20:00;1417 541 52
2018-01-06 12:30:00;275
2018-01-06 12:40:00;1550
2018-01-06 12:50:00;823 1305 1002 1085 835
2018-01-06 13:00:00;1139 1501 1145 1068
2018-01-06 13:10:00;1280 1470
2018-01-06 13:20:00;893 244 1047 611
2018-01-06 13:30:00;624 1440 552 928 1357 801
2018-01-06 13:40:00;1078 907 591
2018-01-06 13:50:00;1336
2018-01-06 14:00:00;427 1282 1419 277 587 1215 61
2018-01-06 14:10:00;780 197 800 963
2018-01-06 14:20:00;14 1350 873 330 401 1017
2018-01-06 14:30:00;748 1098 49 492 721
2018-01-06 14:40:00;626 322
2018-01-06 14:50:00;336 752 1062 546
2018-01-06 15:00:00;956 1278 1455 1338 130 640 669
2018-01-06 15:10:00;960 831 488 1103 814 538 954
2018-01-06 15:20:00;674 518 1400
2018-01-06 15:30:00;252 641 618 1101 1211
2018-01-06 15:40:00;943 520 643
2018-01-06 15:50:00;254 1442 167 876 720 44
2018-01-06 16:00:00;1376 434 1289 1426 284 181 1223
2018-01-06 16:10:00;634 690 108 297 873 1117 800
2018-01-06 16:20:00;293 549 925 209 798 176
2018-01-06 16:30:00;1415 1099 490 346 363 313
2018-01-06 16:40:00;469 1139 1515 386 1388 352
2018-01-06 16:50:00;1203 887 278 548 564 515 664
2018-01-06 17:00:00;651 229
2018-01-06 17:10:00;1250 1134 1483 435 878 1521 1150 1433
2018-01-06 17:20:00;1059 543 946 150 154 969
2018-01-06 17:30:00;51 108 1083 1272
2018-01-06 17:40:00;1103 415 1336
2018-01-06 17:50:00;148 991 22 957 121 658 1020
2018-01-06 18:00:00;795 585 801 152 955 518 1001
2018-01-06 18:10:00;1252 1163 287 942
2018-01-06 18:20:00;1156 1426
2018-01-06 18:30:00;1410 1493 1243 434 890 667 191
2018-01-06 18:40:00;415
2018-01-06 18:50:00;919 243 299 1274 320 482
2018-01-06 19:00:00;386 282 1324 267 1028 1032 290 546
2018-01-06 19:10:00;1530 1480 71 1180 1384 42 537 1340
2018-01-06 19:20:00;1061 572 894
2018-01-06 19:30:00;1371 56 1298 688 545
2018-01-06 19:40:00;570 880
2018-01-06 19:50:00;1396 1518
2018-01-06 20:00:00;1156 1506 44 487 1129 1173 1456
2018-01-06 20:10:00;1310 607 744 1160
2018-01-06 20:20:00;1170 295 950 128 1449 1333 124
2018-01-06 20:30:00;509
2018-01-06 20:40:00;946 1362 1258 742 1145
2018-01-06 20:50:00;932 1375 46
2018-01-06 21:00:00;1188 1338 889 1093 1309 246 1049
2018-01-06 21:10:00;962 779 1328 1239 363 1432
2018-01-06 21:20:00;527 1329 893 1375 1485 11
2018-01-06 21:30:00;1552
2018-01-06 21:40:00;963 847 1196 1292 1444
2018-01-06 21:50:00;1094 19 129 212 1521 712
2018-01-06 22:00:00;659
2018-01-06 22:10:00;1081 33 476 1119
2018-01-06 22:20:00;409 1318
2018-01-06 22:30:00;1315 161
2018-01-06 22:40:00;640 1429 208 25 574 71 753
2018-01-06 22:50:00;524
2018-01-06 23:00:00;682 139 1354 412
2018-01-06 23:10:00;1554
2018-01-06 23:20:00;965 848 1198 149 179
2018-01-06 23:30:00;1484 409 519
2018-01-06 23:40:00;636 253 1401 659
2018-01-06 23:50:00;1497 34 478 1120 1164 1447
2018-01-07 00:00:00;1536 1060
2018-01-07 00:10:00;142 957 69
2018-01-07 00:20:00;119 1440 1323 115 625
2018-01-07 00:30:00;741 718 1201
2018-01-07 00:40:00;733 1136 340 344 1159 1415 233
2018-01-07 00:50:00;407 1356 1212 1229
2018-01-07 01:00:00;120 1389 1113 1529 281 1323
2018-01-07 01:10:00;301 584
2018-01-07 01:20:00;1432
2018-01-07 01:30:00;457 1260 823 1306 1416 1499
2018-01-07 01:40:00;21
2018-01-07 01:50:00;991 874 1224 1319 204
2018-01-07 02:00:00;1122 46 157 240 1548 739
2018-01-07 02:10:00;589
2018-01-07 02:20:00;1012 1521 406 1049
2018-01-07 02:30:00;437 1346
2018-01-07 02:40:00;543 613 1229 526 663 1079
2018-01-07 02:50:00;705 934
2018-01-07 03:00:00;1304
2018-01-07 03:10:00;422 638
2018-01-07 03:20:00;1287 745 401 1017 728 451 867
2018-01-07 03:30:00;1002 141
2018-01-07 03:40:00;817 966 517 307 523
2018-01-07 03:50:00;1070 181
2018-01-07 04:00:00;1363 1273 398 1053 231
2018-01-07 04:10:00;1107 897 1113 464 853 830 1313 1423
2018-01-07 04:20:00;196 80 429
2018-01-07 04:30:00;1468 181 197
2018-01-07 04:40:00;979 503 1518 31 647 1502
2018-01-07 04:50:00;728 1237 122
2018-01-07 05:00:00;1543 1493 85 1194 1397 56 551 1354
2018-01-07 05:10:00;1074 586 908
2018-01-07 05:20:00;1384 70 1312 702 559
2018-01-07 05:30:00;292 602 86 76 1251 841 99
2018-01-07 05:40:00;1295 1124 808 199
2018-01-07 05:50:00;1515 28 644
2018-01-07 06:00:00;1320 1443
2018-01-07 06:10:00;764 1113 65 508 1151
2018-01-07 06:20:00;641 751
2018-01-07 06:30:00;377 793
2018-01-07 06:40:00;483 1205 183 959 190 526
2018-01-07 06:50:00;522 672 223 427
2018-01-07 07:00:00;1279 763 753 370 374
2018-01-07 07:10:00;1237 1281 6 715
2018-01-07 07:20:00;245 728 838 921
2018-01-07 07:30:00;465
2018-01-07 07:40:00;1078 1001 818 1368 1278 402 1058
2018-01-07 07:50:00;1428 1511 1261 452 908 394 1476
2018-01-07 08:00:00;434
2018-01-07 08:10:00;937 261 317 1293 338 500
2018-01-07 08:20:00;501
2018-01-07 08:30:00;564 940
2018-01-07 08:40:00;98 780 291 614
2018-01-07 08:50:00;1531 1548
2018-01-07 09:00:00;40 1348 539 1408 772 709 167 1381
2018-01-07 09:10:00;424 1412 736 1206 623 813 1389
2018-01-07 09:20:00;1547 1137 395
2018-01-07 09:30:00;378 1114 1291 1175 1524 62 505
2018-01-07 09:40:00;1184
2018-01-07 09:50:00;1488 558 962 579 169 985
2018-01-07 10:00:00;1236 1293 710
2018-01-07 10:10:00;454 937 1047
2018-01-07 10:20:00;1261 464 468 1283 1539
2018-01-07 10:30:00;391
2018-01-07 10:40:00;508 751 435 1383 1240 1257 1207 1356
2018-01-07 10:50:00;1057 980 797 1346 1257 381 1450
2018-01-07 11:00:00;1504 29 1337 528 1398 761 285
2018-01-07 11:10:00;923 1019 1462 547
2018-01-07 11:20:00;1493 844 1233 1210 134 245 328
2018-01-07 11:30:00;1270 367 1104 575
2018-01-07 11:40:00;479 430 579
2018-01-07 11:50:00;242 313 929 226 363
2018-01-07 12:00:00;989 1165 1049 1398
2018-01-07 12:10:00;756 306 510 726
2018-01-07 12:20:00;458 448 65 69 884
2018-01-07 12:30:00;1170 1453 604 34 916 1386
2018-01-07 12:40:00;918 629
2018-01-07 12:50:00;492
2018-01-07 13:00:00;502 319 868 779
2018-01-07 13:10:00;140 1382
2018-01-07 13:20:00;433 916 1026
2018-01-07 13:30:00;1142 760 350 1165
2018-01-07 13:40:00;32 541 984 69 1257 1540 691
2018-01-07 13:50:00;1104 1241
2018-01-07 14:00:00;412 1347 511 1048 266 1054 1391
2018-01-07 14:10:00;1216 154 956 933 1416
2018-01-07 14:20:00;613
2018-01-07 14:30:00;996 1545 1456 580 91 414
2018-01-07 14:40:00;1546 1110 34 144
2018-01-07 14:50:00;662 1039 1467 912 1434 1012 1135 352
2018-01-07 15:00:00;1334 1311 236 443 526
2018-01-07 15:10:00;44 167 942
2018-01-07 15:20:00;965 1248 400 244 1126 891 308
2018-01-07 15:30:00;358 761 1523 1527 784
2018-01-07 15:40:00;1264 1547 698 542 1424 1481
2018-01-07 15:50:00;1013 723 447
2018-01-07 16:00:00;1029 673 596 413
2018-01-07 16:10:00;1289 307 551 234 1183 1039
2018-01-07 16:20:00;854 444 1259 371 748 1176 621
2018-01-07 16:30:00;1338 1355 1305 1455 1005 795
2018-01-07 16:40:00;1378 822 1345
2018-01-07 16:50:00;1225 110 753 383
2018-01-07 17:00:00;953
2018-01-07 17:10:00;936 1392
2018-01-07 17:20:00;179 940 944 202 458 834 119
2018-01-07 17:30:00;302 158 175 125 275
2018-01-07 17:40:00;355 1530 1534
2018-01-07 17:50:00;1264 775 1098 1274
2018-01-07 18:00:00;474 424 573
2018-01-07 18:10:00;650 307 923 634
2018-01-07 18:20:00;324 873 783
2018-01-07 18:30:00;132 693 1297 315 144 1386
2018-01-07 18:40:00;452 856 473 63 879 1548 1511
2018-01-07 18:50:00;30 1075 1346
2018-01-07 19:00:00;809 587 110
2018-01-07 19:10:00;1094 125
2018-01-07 19:20:00;1161
2018-01-07 19:30:00;1243 1287 12 721 565 1447
2018-01-07 19:40:00;420 1035 746 470
2018-01-07 19:50:00;985 896 20
2018-01-07 20:00:00;1220 1409
2018-01-07 20:10:00;833 184 987 550
2018-01-07 20:20:00;467 1282 394 770 1199
2018-01-07 20:30:00;652 1534 446 1008 53
2018-01-07 20:40:00;1141 1211
2018-01-07 20:50:00;693
2018-01-07 21:00:00;383 1171 1508 1325 316 227
2018-01-07 21:10:00;1117 1333 684 1073 1050
2018-01-07 21:20:00;141 730 108 830 1367
2018-01-07 21:30:00;528 1104 1347
2018-01-07 21:40:00;345 95
2018-01-07 21:50:00;904 388 378 1553
2018-01-07 22:00:00;1006 890 1239 191 220
2018-01-07 22:10:00;1428 353
2018-01-07 22:20:00;657 380 796 1106 687
2018-01-07 22:30:00;271 367 810 1453 1496 221 517 361
2018-01-07 22:40:00;878 496 86
2018-01-07 22:50:00;229 885 63 1384 1267 59
2018-01-07 23:00:00;1352 1435 1186 376 832 609 133
2018-01-07 23:10:00;358
2018-01-07 23:20:00;861 185 241 1217 1406 424
2018-01-07 23:30:00;1473 225 1267 1256 874 878
2018-01-07 23:40:00;1037
2018-01-07 23:50:00;941 332 189 205 155 305 1414
2018-01-08 00:00:00;1039 1162 380 24 1505 1322 313 224
2018-01-08 00:10:00;304 1053 1509
2018-01-08 00:20:00;1280 1242 527 1529
2018-01-08 00:30:00;702 984 136 1538 862 918
2018-01-08 00:40:00;1155 452 589
2018-01-08 00:50:00;1269 499 836
2018-01-08 01:00:00;726
2018-01-08 01:10:00;376 60
2018-01-08 01:20:00;670 1152 849 932
2018-01-08 01:30:00;185 1027 58 994 158 694 1057
2018-01-08 01:40:00;831 621 837 188 991 555 1037
2018-01-08 01:50:00;22 1490 615 1270 448 625
2018-01-08 02:00:00;756 1239 1349 1432
2018-01-08 02:10:00;660 1502 947 1469
2018-01-08 02:20:00;693 1402 1246
2018-01-08 02:30:00;1144 495 884 861 1343
2018-01-08 02:40:00;638
2018-01-08 02:50:00;1434
2018-01-08 03:00:00;498 848 1357 242
2018-01-08 03:10:00;1226 1442 380 1183 1160 84
2018-01-08 03:20:00;377
2018-01-08 03:30:00;414 737 913 797 1146
2018-01-08 03:40:00;678 1481 1045 1527 79 163 1471
2018-01-08 03:50:00;202 938 1115 999 1348 1541
2018-01-08 04:00:00;753 503 1252 149
2018-01-08 04:10:00;383 1518 83 859 90 426 243
2018-01-08 04:20:00;1452 283 260
2018-01-08 04:30:00;1179 663 1066 270 274 1089 1345
2018-01-08 04:40:00;266
2018-01-08 04:50:00;422 625 842 1337 582
2018-01-08 05:00:00;365 1208 239 1174 338 875 1237 881
2018-01-08 05:10:00;735 1218 1328 1411 1161 352
2018-01-08 05:20:00;1469 1380 504 1159 338
2018-01-08 05:30:00;1213
2018-01-08 05:40:00;69 152 1460 651 1107 884 408 1423
2018-01-08 05:50:00;582 1292
2018-01-08 06:00:00;304 254
2018-01-08 06:10:00;104 853 1308
2018-01-08 06:20:00;666 1042 326
2018-01-08 06:30:00;873 1222 174 617 846
2018-01-08 06:40:00;750 447
2018-01-08 06:50:00;72 488 798
2018-01-08 07:00:00;222 39
2018-01-08 07:10:00;1048 1091 1374
2018-01-08 07:20:00;429 219 435 1344 589
2018-01-08 07:30:00;373 802 246 768 346 469 1245 889
2018-01-08 07:40:00;354 837 947
2018-01-08 07:50:00;1063 681 271 1086
2018-01-08 08:00:00;341 851 1294 378 8 291 1000 844
2018-01-08 08:10:00;1362 566 570 1385 83
2018-01-08 08:20:00;493 1202
2018-01-08 08:30:00;1455 1405 1555 1106 1310 1526 463
2018-01-08 08:40:00;7 1489 1305
2018-01-08 08:50:00;931 255 725 143 332 908 1151 835
2018-01-08 09:00:00;1221 186
2018-01-08 09:10:00;1022 1199
2018-01-08 09:20:00;1315 319 922 1498 1328
2018-01-08 09:30:00;1359 977 567 1382 494
2018-01-08 09:40:00;199 908 752 76 132 1108 153 315
2018-01-08 09:50:00;755 40 629
2018-01-08 10:00:00;839 1348 233
2018-01-08 10:10:00;96
2018-01-08 10:20:00;1465 1442 366 63
2018-01-08 10:30:00;581 957
2018-01-08 10:40:00;115 797
2018-01-08 10:50:00;142 1130 454 924 341
2018-01-08 11:00:00;701 572 228 844 555 278
2018-01-08 11:10:00;1435 320 963 1006 1289 27 1429
2018-01-08 11:20:00;577 993 1303
2018-01-08 11:30:00;727 544 1093
2018-01-08 11:40:00;1343 1399 816
2018-01-08 11:50:00;287 770
2018-01-08 12:00:00;660 797 1213 1109 593 997 200
2018-01-08 12:10:00;1036
2018-01-08 12:20:00;1090 1040 1190 740 944 1160
2018-01-08 12:30:00;557 1493 657 1194 1556 1200 1123 940
2018-01-08 12:40:00;1258 1341 1092 283 1152 516
2018-01-08 12:50:00;823 1478
2018-01-08 13:00:00;1156 480 950 1511 556 1133 962
2018-01-08 13:10:00;881 138 808 771 55 1058 22
2018-01-08 13:20:00;525 475 625
2018-01-08 13:30:00;385 456 1072 369 506
2018-01-08 13:40:00;1034 1211 1094 1444
2018-01-08 13:50:00;510 61 264
2018-01-08 14:00:00;859 570
2018-01-08 14:10:00;847
2018-01-08 14:20:00;443 260 809
2018-01-08 14:30:00;1156 68
2018-01-08 14:40:00;651 441 657 8 811 374
2018-01-08 14:50:00;690 1466 1110 1033
2018-01-08 15:00:00;832 1435
2018-01-08 15:10:00;859 210 599 576
2018-01-08 15:20:00;493 1308 517 479 1322
2018-01-08 15:30:00;1066 390 446 1422 467 629
2018-01-08 15:40:00;242 138 1180 26 787 791 49
2018-01-08 15:50:00;831 1074
2018-01-08 16:00:00;1487 1465 389 86
2018-01-08 16:10:00;895 1271 556 1144
2018-01-08 16:20:00;1022 1304 456 1444 768
2018-01-08 16:30:00;181 1103 626 497 154
2018-01-08 16:40:00;630 1313 410 1243
2018-01-08 16:50:00;894 911 861 1010
2018-01-08 17:00:00;794 1210 1520 590
2018-01-08 17:10:00;709
2018-01-08 17:20:00;1478 1108 1391 542 386
2018-01-08 17:30:00;103 559 336 1418 875
2018-01-08 17:40:00;717 1399 910 1233 1410 1293
2018-01-08 17:50:00;976 673 756 115 119 935
2018-01-08 18:00:00;918 1240 1417 1301 92 602 631
2018-01-08 18:10:00;1311 1181
2018-01-08 18:20:00;1111 223
2018-01-08 18:30:00;1404 1315 439 1094 272
2018-01-08 18:40:00;857 647 863 214 603 580 1063
2018-01-08 18:50:00;145 55 738 1393 571 334
2018-01-08 19:00:00;879 1362 1472 1555 1305
2018-01-08 19:10:00;1195 413 1202 1538
2018-01-08 19:20:00;70 259 933 1176
2018-01-08 19:30:00;906 843 300 1515 573 284 7 423
2018-01-08 19:40:00;369 558 1134 1378 1061
2018-01-08 19:50:00;485 209 625 934
2018-01-08 20:00:00;1414 512 1248 1425
2018-01-08 20:10:00;915 865 1015 566 356
2018-01-08 20:20:00;1473 730
2018-01-08 20:30:00;474 1023 934 58
2018-01-08 20:40:00;1439 830
2018-01-08 20:50:00;1070 1181 1264 1014
2018-01-08 21:00:00;1237 268 1204
2018-01-08 21:10:00;987 1430 101
2018-01-08 21:20:00;934 1083 634 838 1054
2018-01-08 21:30:00;1503 201 578 1420
2018-01-08 21:40:00;382 425 708 1417 848 172 642
2018-01-08 21:50:00;625 109
2018-01-08 22:00:00;972 190 1392 1316 1132
2018-01-08 22:10:00;1488 201 217
2018-01-08 22:20:00;999 523 1538 51 667 1522
2018-01-08 22:30:00;1136 88 531 1173 803
2018-01-08 22:40:00;483 566 316
2018-01-08 22:50:00;1365 622 878 1255 539 1128 506
2018-01-08 23:00:00;692 642 792 343
2018-01-08 23:10:00;992 1302 786 775
2018-01-08 23:20:00;1518 137 20 370 879 617
2018-01-08 23:30:00;694 1443 754 118 1200
2018-01-08 23:40:00;841 1390 1301 425 1081 259
2018-01-08 23:50:00;881 858 1340
2018-01-09 00:00:00;872 1276
2018-01-09 00:10:00;101 889 1226 1043 34
2018-01-09 00:20:00;111 128 78 227 922 1126 1342
2018-01-09 00:30:00;691 1479 258 75 624 121 803 314
2018-01-09 00:40:00;1431 795 732 189
2018-01-09 00:50:00;479 123
2018-01-09 01:00:00;297 326 969 1012 1295 447 1435
2018-01-09 01:10:00;486 902 1212 696
2018-01-09 01:20:00;401 1137 1314 1197 1547 85 528
2018-01-09 01:30:00;1110
2018-01-09 01:40:00;1511 581 985 602 192 1008
2018-01-09 01:50:00;1550 49 1024 69
2018-01-09 02:00:00;94 550 327 1409 866
2018-01-09 02:10:00;42 1096 221 1290 54 231
2018-01-09 02:20:00;1067 1550 1246 1329 788 1537
2018-01-09 02:30:00;1387 1298 422 1491 256
2018-01-09 02:40:00;1229 1019
2018-01-09 02:50:00;123 1204 1075 732
2018-01-09 03:00:00;1009 932 749 1298 1208 333 988
2018-01-09 03:10:00;1455 1538 1289 480 935 713 236
2018-01-09 03:20:00;461
2018-01-09 03:30:00;964 288 344 1320 365 528
2018-01-09 03:40:00;529 425
2018-01-09 03:50:00;941 1477
2018-01-09 04:00:00;702 1051 3 446 675
2018-01-09 04:10:00;287 1542 67 1375 566 1436 799
2018-01-09 04:20:00;903 1253 204 234 876 920
2018-01-09 04:30:00;468 1389 913 784 441 1057
2018-01-09 04:40:00;1202 1551 89 532 1175 1219 1502
2018-01-09 04:50:00;1258 555 692 1108
2018-01-09 05:00:00;1216 340 995 174 1495 1378 170
2018-01-09 05:10:00;554
